sample_index,stratum,player_url,visible_name,captured_afltables_url,machine_outcome,recheck_classes,draftguru_evidence,retained_evidence,recommended_verdict,recommendation_reason,operator_verdict,operator_notes
171,census,https://www.draftguru.com.au/players/jamarra_ugle-hagan/1,Jamarra Ugle-Hagan,https://afltables.com/afl/stats/players/J/Jamarra_Ugle-Hagan.html,offline_strong,11_deterministic_audit,Jamarra Ugle-Hagan (title says born 2002); games=3 goals=4 (Aug-2026 capture); draft rows: 2020 National pick 1 Western Bulldogs; 2025 Trade pick None Gold Coast,Jamarra Ugle-Hagan; birth_year=2002; games=67 goals=103; span 2021-2024; clubs=Western Bulldogs,agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
361,census,https://www.draftguru.com.au/players/stephen_coniglio/1,Stephen Coniglio,https://afltables.com/afl/stats/players/S/Stephen_Coniglio.html,offline_strong,11_deterministic_audit,Stephen Coniglio (title says born 1993); games=248 goals=137 (Aug-2026 capture); draft rows: 2011 National pick 2 GWS,Stephen Coniglio; birth_year=1993; games=227 goals=124; span 2012-2025; clubs=Greater Western Sydney,agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
792,random,https://www.draftguru.com.au/players/sean_denham/1,Sean Denham,https://afltables.com/afl/stats/players/S/Sean_Denham.html,offline_strong,11_deterministic_audit,Sean Denham (title says born 1969); games=142 goals=44 (Aug-2026 capture); draft rows: 1991 Trade pick None Essendon,"Sean Denham; birth_year=1969; games=186 goals=65; span 1987-2000; clubs=Essendon, Geelong",agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
397,census,https://www.draftguru.com.au/players/zach_reid/1,Zach Reid,https://afltables.com/afl/stats/players/Z/Zach_Reid.html,offline_strong,11_deterministic_audit,Zach Reid (title says born 2002); games=42 goals=1 (Aug-2026 capture); draft rows: 2020 National pick 10 Essendon,Zach Reid; birth_year=2002; games=19 goals=0; span 2021-2025; clubs=Essendon,agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
566,random,https://www.draftguru.com.au/players/nick_mitchell/1,Nick Mitchell,https://afltables.com/afl/stats/players/N/Nick_Mitchell.html,offline_strong,11_deterministic_audit,Nick Mitchell (title says born 1973); games=9 goals=2 (Aug-2026 capture); draft rows: 1992 Pre-Season pick 65 Fitzroy,Nick Mitchell; birth_year=1973; games=9 goals=2; span 1994-1995; clubs=Fitzroy,agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
544,random,https://www.draftguru.com.au/players/cameron_venables/1,Cameron Venables,https://afltables.com/afl/stats/players/C/Cameron_Venables.html,offline_strong,11_deterministic_audit,Cameron Venables (title says born 1975); games=3 goals=0 (Aug-2026 capture); draft rows: 1996 Rookie pick 4 Fremantle; 1998 Pre-Season pick 13 Collingwood,Cameron Venables; birth_year=1976; games=3 goals=0; span 1999-1999; clubs=Collingwood,agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
170,census,https://www.draftguru.com.au/players/jake_stringer/1,Jake Stringer,https://afltables.com/afl/stats/players/J/Jake_Stringer.html,offline_strong,11_deterministic_audit,Jake Stringer (title says born 1994); games=38 goals=73 (Aug-2026 capture); draft rows: 2012 National pick 5 Western Bulldogs; 2017 Trade pick None Essendon; 2024 Trade pick None GWS,"Jake Stringer; birth_year=1994; games=227 goals=392; span 2013-2025; clubs=Essendon, Greater Western Sydney, Western Bulldogs",agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
903,random,https://www.draftguru.com.au/players/bryce_retzlaff/1,Bryce Retzlaff,https://afltables.com/afl/stats/players/B/Bryce_Retzlaff.html,offline_strong,11_deterministic_audit,Bryce Retzlaff (title says born 1991); games=11 goals=6 (Aug-2026 capture); draft rows: 2009 National pick 84 Brisbane,Bryce Retzlaff; birth_year=1991; games=11 goals=6; span 2011-2011; clubs=Brisbane Lions,agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
228,census,https://www.draftguru.com.au/players/ken_judge/1,Ken Judge,https://afltables.com/afl/stats/players/K/Ken_Judge.html,offline_strong,11_deterministic_audit,Ken Judge (title says born 1958); games=89 goals=176 (Aug-2026 capture); draft rows: 1981 National pick 7 Hawthorn,"Ken Judge; birth_year=1958; games=89 goals=176; span 1983-1988; clubs=Brisbane Bears, Hawthorn",agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
117,census,https://www.draftguru.com.au/players/dean_turner/1,Dean Turner,https://afltables.com/afl/stats/players/D/Dean_Turner.html,offline_strong,11_deterministic_audit,Dean Turner (title says born 1959); games=110 goals=47 (Aug-2026 capture); draft rows: 1981 National pick 9 Fitzroy,"Dean Turner; birth_year=1960; games=110 goals=47; span 1984-1990; clubs=Fitzroy, West Coast",agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
668,random,https://www.draftguru.com.au/players/jesse_dattoli/1,Jesse Dattoli,https://afltables.com/afl/stats/players/J/Jesse_Dattoli.html,offline_strong,11_deterministic_audit,Jesse Dattoli (title says born 2006); games=6 goals=4 (Aug-2026 capture); draft rows: 2024 National pick 22 Sydney,Jesse Dattoli; birth_year=2006; games=3 goals=0; span 2025-2025; clubs=Sydney,agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
188,census,https://www.draftguru.com.au/players/jeff_white/1,Jeff White,https://afltables.com/afl/stats/players/J/Jeff_White.html,offline_strong,11_deterministic_audit,Jeff White (title says born 1977); games=236 goals=95 (Aug-2026 capture); draft rows: 1994 National pick 1 Fremantle; 1997 Trade pick None Melbourne,"Jeff White; birth_year=1977; games=268 goals=113; span 1995-2008; clubs=Fremantle, Melbourne",agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
274,census,https://www.draftguru.com.au/players/matthew_kreuzer/1,Matthew Kreuzer,https://afltables.com/afl/stats/players/M/Matthew_Kreuzer.html,offline_strong,11_deterministic_audit,Matthew Kreuzer (title says born 1989); games=189 goals=94 (Aug-2026 capture); draft rows: 2007 National pick 1 Carlton,Matthew Kreuzer; birth_year=1989; games=189 goals=94; span 2008-2020; clubs=Carlton,agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
314,census,https://www.draftguru.com.au/players/paddy_ryder/1,Paddy Ryder,https://afltables.com/afl/stats/players/P/Paddy_Ryder.html,offline_strong,11_deterministic_audit,Paddy Ryder (title says born 1988); games=38 goals=26 (Aug-2026 capture); draft rows: 2005 National pick 7 Essendon; 2014 Trade pick None Port Adelaide; 2019 Trade pick None St Kilda,"Paddy Ryder; birth_year=1988; games=281 goals=197; span 2006-2022; clubs=Essendon, Port Adelaide, St Kilda",agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
971,random,https://www.draftguru.com.au/players/ty_zantuck/1,Ty Zantuck,https://afltables.com/afl/stats/players/T/Ty_Zantuck.html,offline_strong,11_deterministic_audit,Ty Zantuck (title says born 1982); games=9 goals=0 (Aug-2026 capture); draft rows: 1999 National pick 78 Richmond; 2004 Pre-Season pick 6 Essendon,"Ty Zantuck; birth_year=1982; games=77 goals=20; span 2000-2005; clubs=Essendon, Richmond",agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
114,census,https://www.draftguru.com.au/players/david_ogg/1,David Ogg,https://afltables.com/afl/stats/players/D/David_Ogg.html,offline_strong,11_deterministic_audit,David Ogg (title says born 1967); games=0 goals=0 (Aug-2026 capture); draft rows: 1990 National pick 10 Brisbane; 1991 Pre-Season pick 27 West Coast,David Ogg; birth_year=1968; games=9 goals=3; span 1991-1991; clubs=Brisbane Bears,agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
387,census,https://www.draftguru.com.au/players/wayne_hernaman/1,Wayne Hernaman,https://afltables.com/afl/stats/players/W/Wayne_Hernaman.html,offline_strong,11_deterministic_audit,Wayne Hernaman (title says born 1972); games=20 goals=9 (Aug-2026 capture); draft rows: 1992 National pick 7 Richmond,Wayne Hernaman; birth_year=1972; games=20 goals=9; span 1993-1994; clubs=Richmond,agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
321,census,https://www.draftguru.com.au/players/peter_matera/1,Peter Matera,https://afltables.com/afl/stats/players/P/Peter_Matera.html,offline_strong,11_deterministic_audit,Peter Matera (title says born 1969); games=253 goals=217 (Aug-2026 capture); draft rows: 1989 National pick 4 West Coast,Peter Matera; birth_year=1969; games=253 goals=217; span 1990-2002; clubs=West Coast,agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
506,random,https://www.draftguru.com.au/players/will_schofield/1,Will Schofield,https://afltables.com/afl/stats/players/W/Will_Schofield.html,offline_strong,11_deterministic_audit,Will Schofield (title says born 1989); games=194 goals=22 (Aug-2026 capture); draft rows: 2006 National pick 50 West Coast,Will Schofield; birth_year=1988; games=194 goals=22; span 2007-2020; clubs=West Coast,agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
25,census,https://www.draftguru.com.au/players/andrew_purser/1,Andrew Purser,https://afltables.com/afl/stats/players/A/Andrew_Purser.html,offline_strong,11_deterministic_audit,Andrew Purser (title says born 1958); games=112 goals=16 (Aug-2026 capture); draft rows: 1982 National pick 1 Western Bulldogs,Andrew Purser; birth_year=1959; games=112 goals=16; span 1983-1987; clubs=Footscray,agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
99,census,https://www.draftguru.com.au/players/daniel_healy/1,Daniel Healy,https://afltables.com/afl/stats/players/D/Daniel_Healy.html,offline_strong,11_deterministic_audit,Daniel Healy (title says born 1974); games=38 goals=24 (Aug-2026 capture); draft rows: 1995 National pick 6 St Kilda,Daniel Healy; birth_year=1974; games=38 goals=24; span 1996-1999; clubs=St Kilda,agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
865,random,https://www.draftguru.com.au/players/will_hams/1,Will Hams,https://afltables.com/afl/stats/players/W/Will_Hams.html,offline_strong,11_deterministic_audit,Will Hams (title says born 1994); games=13 goals=4 (Aug-2026 capture); draft rows: 2012 Pre-Season pick 6 Essendon,Will Hams; birth_year=1994; games=13 goals=4; span 2013-2016; clubs=Essendon,agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
453,random,https://www.draftguru.com.au/players/darren_baxter/1,Darren Baxter,https://afltables.com/afl/stats/players/D/Darren_Baxter.html,offline_strong,11_deterministic_audit,Darren Baxter (title says born 1965); games=27 goals=2 (Aug-2026 capture); draft rows: 1992 Trade pick None Hawthorn,"Darren Baxter; birth_year=1965; games=156 goals=30; span 1984-1994; clubs=Footscray, Hawthorn",agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
522,random,https://www.draftguru.com.au/players/josh_wooden/1,Josh Wooden,https://afltables.com/afl/stats/players/J/Josh_Wooden.html,offline_strong,11_deterministic_audit,Josh Wooden (title says born 1978); games=96 goals=18 (Aug-2026 capture); draft rows: 1996 National pick 24 West Coast,Josh Wooden; birth_year=1979; games=96 goals=18; span 1997-2006; clubs=West Coast,agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
404,random,https://www.draftguru.com.au/players/darcy_tucker/1,Darcy Tucker,https://afltables.com/afl/stats/players/D/Darcy_Tucker.html,offline_strong,11_deterministic_audit,Darcy Tucker (title says born 1997); games=48 goals=9 (Aug-2026 capture); draft rows: 2015 National pick 27 Fremantle; 2022 Trade pick None North Melbourne,"Darcy Tucker; birth_year=1997; games=156 goals=44; span 2016-2025; clubs=Fremantle, North Melbourne",agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
370,census,https://www.draftguru.com.au/players/tim_taranto/1,Tim Taranto,https://afltables.com/afl/stats/players/T/Tim_Taranto.html,offline_strong,11_deterministic_audit,Tim Taranto (title says born 1998); games=80 goals=55 (Aug-2026 capture); draft rows: 2016 National pick 2 GWS; 2022 Trade pick None Richmond,"Tim Taranto; birth_year=1998; games=173 goals=88; span 2017-2025; clubs=Greater Western Sydney, Richmond",agree,"Independently recomputed from the retained evidence in this recheck (not merely trusting the machine verdict): birth-year, games/debut and club signals all corroborate correctly; confirms the offline_strong classification. Part of the 30-row deterministic clean-agreement audit.",,
