sample_index,stratum,player_url,expected_afltables_identity,child_status,outcome,reason_codes,visible_name,title_birth_year,retained_birth_year,retained_debut_season,retained_last_season,retained_career_games,earliest_recruitment_year,earliest_recruitment_event_type,numeric_suffix,continuity_rule_url,name_variant,known_exception_class,ledger_status,weak_evidence,operator_review_required,missing_fields
438,random,https://www.draftguru.com.au/players/adam_richardson/1,players/A/Adam_Richardson.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Adam Richardson,1974,1974,2001,2001,2,2000,Pre-Season,False,False,False,,none,False,False,
439,random,https://www.draftguru.com.au/players/sam_butler/2,players/S/Sam_Butler1.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Sam Butler,2003,2003,2022,2025,25,2021,National,True,False,False,,none,False,True,
440,random,https://www.draftguru.com.au/players/marley_williams/1,players/M/Marley_Williams.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Marley Williams,1993,1993,2012,2020,128,2011,Rookie,False,False,False,,none,False,False,
441,random,https://www.draftguru.com.au/players/daniel_bell/1,players/D/Daniel_Bell.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Daniel Bell,1985,1985,2004,2009,66,2002,National,False,False,False,,none,False,False,
442,random,https://www.draftguru.com.au/players/matthew_dent/1,players/M/Matthew_Dent.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Matthew Dent,1972,1972,1994,2001,118,1993,National,False,False,False,,none,False,False,
443,random,https://www.draftguru.com.au/players/chad_davis/1,players/C/Chad_Davis.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Chad Davis,1980,1980,2000,2002,31,1998,Rookie,False,False,False,,none,False,False,
444,random,https://www.draftguru.com.au/players/chris_burgess/1,players/C/Chris_Burgess.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Chris Burgess,1995,1995,2019,2025,44,2018,Pre-Draft,False,False,False,,none,False,False,
445,random,https://www.draftguru.com.au/players/robert_scott/1,players/R/Robert_Scott.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,Robert Scott,1969,1969,1986,2000,245,,,False,False,False,,none,False,False,
446,random,https://www.draftguru.com.au/players/sam_blease/1,players/S/Sam_Blease.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Sam Blease,1991,1991,2011,2015,34,2008,National,False,False,False,,none,False,False,
447,random,https://www.draftguru.com.au/players/marty_warry/1,players/M/Marty_Warry.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Marty Warry,1977,1976,1995,1996,8,1994,National,False,False,False,,none,False,False,
448,random,https://www.draftguru.com.au/players/danny_hughes/1,players/D/Danny_Hughes0.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Danny Hughes,1963,1964,1984,1991,135,1981,,True,False,False,,none,False,True,
449,random,https://www.draftguru.com.au/players/ahmed_saad/1,players/A/Ahmed_Saad.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_BEFORE_EARLIEST_RECRUITMENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Ahmed Saad,1989,1989,2012,2015,33,2014,Rookie,False,False,False,,none,False,False,
450,random,https://www.draftguru.com.au/players/mykelti_lefau/1,players/M/Mykelti_Lefau.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Mykelti Lefau,1998,1998,2024,2025,11,2023,Post-Draft,False,False,False,,none,False,False,
451,random,https://www.draftguru.com.au/players/will_lorenz/1,players/W/Will_Lorenz.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Will Lorenz,2005,2005,2024,2025,8,2023,National,False,False,False,,none,False,False,
452,random,https://www.draftguru.com.au/players/aaron_vandenberg/1,players/A/Aaron_Vandenberg.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Aaron Vandenberg,1992,1992,2015,2021,51,2014,Rookie,False,False,False,,none,False,False,
453,random,https://www.draftguru.com.au/players/darren_baxter/1,players/D/Darren_Baxter.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,Darren Baxter,1965,1965,1984,1994,156,,,False,False,False,,none,False,False,
454,random,https://www.draftguru.com.au/players/luke_penny/1,players/L/Luke_Penny.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Luke Penny,1981,1981,2000,2005,80,1998,National,False,False,False,,none,False,False,
455,random,https://www.draftguru.com.au/players/robbie_mccomb/1,players/R/Robbie_McComb.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Robbie McComb,1995,1995,2022,2023,18,2021,Rookie,False,False,False,,none,False,False,
456,random,https://www.draftguru.com.au/players/matthew_westhoff/1,players/M/Matthew_Westhoff.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Matthew Westhoff,1988,1988,2008,2009,6,2007,National,False,False,False,,none,False,False,
457,random,https://www.draftguru.com.au/players/tristen_walker/1,players/T/Tristen_Walker.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Tristen Walker,1984,1984,2003,2005,28,2001,National,False,False,False,,none,False,False,
458,random,https://www.draftguru.com.au/players/jacob_konstanty/1,players/J/Jacob_Konstanty.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jacob Konstanty,2004,2004,2025,2025,23,2022,National,False,False,False,,none,False,False,
459,random,https://www.draftguru.com.au/players/daniel_cross/1,players/D/Daniel_Cross.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Daniel Cross,1983,1983,2002,2015,249,2000,National,False,False,False,,none,False,False,
460,random,https://www.draftguru.com.au/players/nick_davis/1,players/N/Nick_Davis.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Nick Davis,1980,1980,1999,2008,168,1998,National,False,False,False,,none,False,False,
461,random,https://www.draftguru.com.au/players/mitch_mcgovern/1,players/M/Mitch_McGovern.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Mitch McGovern,1994,1994,2016,2025,145,2014,National,False,False,False,,none,False,False,
462,random,https://www.draftguru.com.au/players/brett_bewley/1,players/B/Brett_Bewley.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Brett Bewley,1995,1995,2019,2021,25,2018,National,False,False,False,,none,False,False,
463,random,https://www.draftguru.com.au/players/matt_de%20boer/1,players/M/Matt_de_Boer.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Matt de Boer,1990,1990,2009,2022,223,2008,Rookie,False,False,False,,none,False,False,
464,random,https://www.draftguru.com.au/players/shaun_mcmanus/1,players/S/Shaun_McManus.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Shaun McManus,1976,1976,1995,2008,228,1994,Pre-Draft,False,False,False,,none,False,False,
465,random,https://www.draftguru.com.au/players/lucas_herbert/1,players/L/Lucas_Herbert.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Lucas Herbert,1977,1977,1999,1999,14,1998,National,False,False,False,,none,False,False,
466,random,https://www.draftguru.com.au/players/shane_bond/2,players/S/Shane_Bond0.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Shane Bond,1975,1975,1994,2000,91,1992,National,True,False,False,,none,False,True,
467,random,https://www.draftguru.com.au/players/jed_bews/1,players/J/Jed_Bews.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jed Bews,1993,1993,2014,2025,175,2011,National,False,False,False,,none,False,False,
468,random,https://www.draftguru.com.au/players/matthew_connell/1,players/M/Matthew_Connell.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Matthew Connell,1972,1972,1993,2000,99,1991,National,False,False,False,,none,False,False,
469,random,https://www.draftguru.com.au/players/david_zaharakis/1,players/D/David_Zaharakis.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,David Zaharakis,1990,1990,2009,2021,226,2008,National,False,False,False,,none,False,False,
470,random,https://www.draftguru.com.au/players/mark_majerczak/1,players/M/Mark_Majerczak.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_BEFORE_EARLIEST_RECRUITMENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT,Mark Majerczak,1968,1968,1987,1991,17,1991,Pre-Season,False,False,False,,none,True,True,
471,random,https://www.draftguru.com.au/players/nick_winmar/1,players/N/Nick_Winmar.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Nick Winmar,1991,1991,2011,2011,2,2009,National,False,False,False,,none,False,False,
472,random,https://www.draftguru.com.au/players/kristian_bardsley/1,players/K/Kristian_Bardsley.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_BEFORE_EARLIEST_RECRUITMENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,Kristian Bardsley,1972,1972,1992,1998,58,1993,Pre-Season,False,False,False,,none,False,False,
473,random,https://www.draftguru.com.au/players/jy_farrar/1,players/J/Jy_Farrar.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jy Farrar,1996,1996,2020,2025,42,2019,National,False,False,False,,none,False,False,
474,random,https://www.draftguru.com.au/players/ed_allan/1,players/E/Edward_Allan.html,bridged,offline_strong,NAME_VARIANT;BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Ed Allan,2004,2004,2024,2025,15,2022,National,False,False,True,,none,False,True,
475,random,https://www.draftguru.com.au/players/trent_bianco/1,players/T/Trent_Bianco.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Trent Bianco,2001,2001,2021,2023,23,2019,National,False,False,False,,none,False,False,
476,random,https://www.draftguru.com.au/players/kurt_heatherley/1,players/K/Kurt_Heatherley.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Kurt Heatherley,1995,1994,2016,2017,5,2013,Rookie,False,False,False,,none,False,False,
477,random,https://www.draftguru.com.au/players/darcy_daniher/1,players/D/Darcy_Daniher.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Darcy Daniher,1989,1989,2008,2009,6,2007,National,False,False,False,,none,False,False,
478,random,https://www.draftguru.com.au/players/john_fidge/1,players/J/John_Fidge.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_BEFORE_EARLIEST_RECRUITMENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT,John Fidge,1966,1966,1984,1989,59,1989,Pre-Draft,False,False,False,,none,True,True,
479,random,https://www.draftguru.com.au/players/liam_anthony/1,players/L/Liam_Anthony.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Liam Anthony,1987,1987,2009,2014,58,2008,National,False,False,False,,none,False,False,
480,random,https://www.draftguru.com.au/players/maverick_weller/1,players/M/Maverick_Weller.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Maverick Weller,1992,1992,2011,2019,123,2009,Pre-Draft,False,False,False,,none,False,False,
481,random,https://www.draftguru.com.au/players/bruce_lindsay/1,players/B/Bruce_Lindsay.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Bruce Lindsay,1961,1961,1991,1991,6,1990,Pre-Draft,False,False,False,,none,False,False,
482,random,https://www.draftguru.com.au/players/brayden_lyle/1,players/B/Brayden_Lyle.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Brayden Lyle,1973,1973,1995,2001,116,1992,National,False,False,False,,none,False,False,
483,random,https://www.draftguru.com.au/players/shannon_rusca/1,players/S/Shannon_Rusca.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Shannon Rusca,1980,1980,2000,2000,2,1998,Rookie,False,False,False,,none,False,False,
484,random,https://www.draftguru.com.au/players/paul_roos/1,players/P/Paul_Roos.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_BEFORE_EARLIEST_RECRUITMENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,Paul Roos,1963,1963,1982,1998,356,1994,Pre-Season,False,False,False,,none,False,False,
485,random,https://www.draftguru.com.au/players/james_ezard/1,players/J/James_Ezard.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,James Ezard,1986,1986,2006,2006,4,2004,National,False,False,False,,none,False,False,
486,random,https://www.draftguru.com.au/players/andrew_kellaway/1,players/A/Andrew_Kellaway.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Andrew Kellaway,1975,1976,1998,2006,172,1997,National,False,False,False,,none,False,False,
487,random,https://www.draftguru.com.au/players/dean_anderson/1,players/D/Dean_Anderson.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,Dean Anderson,1967,1967,1988,1996,150,,,False,False,False,,none,False,False,
488,random,https://www.draftguru.com.au/players/andrew_lovett/1,players/A/Andrew_Lovett.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Andrew Lovett,1982,1983,2005,2009,88,2003,Rookie,False,False,False,,none,False,False,
489,random,https://www.draftguru.com.au/players/lewis_johnston/1,players/L/Lewis_Johnston.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Lewis Johnston,1991,1991,2011,2014,10,2008,National,False,False,False,,none,False,False,
490,random,https://www.draftguru.com.au/players/david_clarke/2,players/D/David_Clarke1.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,David Clarke,1980,1980,1999,2005,101,1998,National,True,False,False,,none,False,True,
491,random,https://www.draftguru.com.au/players/jonathan_hay/1,players/J/Jonathan_Hay.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jonathan Hay,1979,1979,1997,2006,157,1996,National,False,False,False,,none,False,False,
492,random,https://www.draftguru.com.au/players/ben_walton/1,players/B/Ben_Walton.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Ben Walton,1979,1980,1999,2001,23,1997,National,False,False,False,,none,False,False,
493,random,https://www.draftguru.com.au/players/alex_pearce/1,players/A/Alex_Pearce.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Alex Pearce,1995,1995,2015,2025,138,2013,National,False,False,False,,none,False,False,
494,random,https://www.draftguru.com.au/players/matthew_scarlett/1,players/M/Matthew_Scarlett.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Matthew Scarlett,1979,1979,1998,2012,284,1997,National,False,False,False,,none,False,False,
495,random,https://www.draftguru.com.au/players/steven_cummings/1,players/S/Steven_Cummings.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Steven Cummings,1969,1969,1990,1992,14,1989,Mid-Season,False,False,False,,none,False,False,
496,random,https://www.draftguru.com.au/players/adam_hunter/1,players/A/Adam_Hunter.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Adam Hunter,1981,1981,2000,2009,151,1999,National,False,False,False,,none,False,False,
497,random,https://www.draftguru.com.au/players/ilija_grgic/1,players/I/Ilija_Grgic.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_BEFORE_EARLIEST_RECRUITMENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,Ilija Grgic,1972,1972,1993,1999,87,1998,National,False,False,False,,none,False,False,
498,random,https://www.draftguru.com.au/players/marc_woolnough/1,players/M/Marc_Woolnough.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Marc Woolnough,1980,1980,1998,2002,6,1997,National,False,False,False,,none,False,False,
499,random,https://www.draftguru.com.au/players/robert_hickmott/1,players/R/Robert_Hickmott.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Robert Hickmott,1969,1969,1990,1990,2,1989,Pre-Season,False,False,False,,none,False,False,
500,random,https://www.draftguru.com.au/players/andrew_mcinnes/1,players/A/Andrew_McInnes.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Andrew McInnes,1992,1992,2012,2014,17,2010,National,False,False,False,,none,False,False,
501,random,https://www.draftguru.com.au/players/ben_robbins/1,players/B/Ben_Robbins.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Ben Robbins,1976,1977,1996,2003,92,1993,National,False,False,False,,none,False,False,
502,random,https://www.draftguru.com.au/players/josh_green/1,players/J/Josh_Green.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Josh Green,1992,1992,2011,2018,105,2010,National,False,False,False,,none,False,False,
503,random,https://www.draftguru.com.au/players/jack_graham/3,players/J/Jack_Graham2.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jack Graham,1998,1998,2017,2025,149,2016,National,True,True,False,,none,False,True,
504,random,https://www.draftguru.com.au/players/andrew_dimattina/1,players/A/Andrew_Dimattina.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Andrew Dimattina,1977,1977,2000,2002,28,1999,Rookie,False,False,False,,none,False,False,
505,random,https://www.draftguru.com.au/players/chris_groom/1,players/C/Chris_Groom.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Chris Groom,1973,1973,1993,1998,24,1992,Pre-Draft,False,False,False,,none,False,False,
506,random,https://www.draftguru.com.au/players/will_schofield/1,players/W/Will_Schofield.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Will Schofield,1989,1988,2007,2020,194,2006,National,False,False,False,,none,False,False,
507,random,https://www.draftguru.com.au/players/courtney_johns/1,players/C/Courtney_Johns.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Courtney Johns,1984,1984,2005,2008,21,2002,Rookie,False,False,False,,none,False,False,
508,random,https://www.draftguru.com.au/players/roarke_smith/1,players/R/Roarke_Smith.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Roarke Smith,1996,1996,2015,2022,47,2014,Rookie,False,False,False,,none,False,False,
509,random,https://www.draftguru.com.au/players/ben_sexton/1,players/B/Ben_Sexton.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Ben Sexton,1972,1972,1991,1996,43,1988,National,False,False,False,,none,False,False,
510,random,https://www.draftguru.com.au/players/dermot_mcnicholl/1,players/D/Dermot_McNicholl.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Dermot McNicholl,1965,1965,1990,1990,3,1988,National,False,False,False,,none,False,False,
511,random,https://www.draftguru.com.au/players/chris_duthy/1,players/C/Chris_Duthy.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Chris Duthy,1961,1961,1987,1987,3,1986,National,False,False,False,,none,False,False,
512,random,https://www.draftguru.com.au/players/simon_verbeek/1,players/S/Simon_Verbeek.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Simon Verbeek,1967,1967,1989,1991,38,1988,Pre-Season,False,False,False,,none,False,False,
