id,at,question,outcome,failureReason,topic,grain,metric,confidence,tokenRatio,playerCertainty,structuralPenalty,unresolvedPenalty,unsupportedTerms,resultCount,durationMs,reviewStatus,reviewCategory,reviewNotes
1045,2026-08-22T03:40:56.422Z,how many draws between Richmond and Gold Coast,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,131,,,
1041,2026-08-22T03:40:56.006Z,last draw between Richmond and GWS,declined_low_confidence,unsupported_term,,,,0.45,0.8,1,1,0.35,last between,,136,,,
1038,2026-08-22T03:40:55.614Z,Richmond draws against GWS,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,100,,,
1034,2026-08-22T03:40:55.234Z,how many draws between Richmond and GWS,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,184,,,
1030,2026-08-22T03:40:54.827Z,last draw between Richmond and Fremantle,declined_low_confidence,unsupported_term,,,,0.45,0.8,1,1,0.35,last between,,116,,,
1026,2026-08-22T03:40:54.372Z,Richmond draws against Fremantle,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,92,,,
1022,2026-08-22T03:40:53.899Z,how many draws between Richmond and Fremantle,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,139,,,
1019,2026-08-22T03:40:53.508Z,last draw between Richmond and West Coast,declined_low_confidence,unsupported_term,,,,0.48333332,0.8333333333333334,1,1,0.35,last between,,118,,,
1015,2026-08-22T03:40:53.096Z,Richmond draws against West Coast,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,94,,,
1012,2026-08-22T03:40:52.721Z,how many draws between Richmond and West Coast,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,140,,,
1008,2026-08-22T03:40:52.352Z,last draw between Richmond and Port Adelaide,declined_low_confidence,unsupported_term,,,,0.48333332,0.8333333333333334,1,1,0.35,last between,,133,,,
1006,2026-08-22T03:40:52.135Z,teams with at most 2 losses against St Kilda,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,125,,,
1005,2026-08-22T03:40:51.922Z,Richmond draws against Port Adelaide,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,102,,,
1001,2026-08-22T03:40:51.559Z,how many draws between Richmond and Port Adelaide,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,133,,,
998,2026-08-22T03:40:51.197Z,last draw between Richmond and Adelaide,declined_low_confidence,unsupported_term,,,,0.45,0.8,1,1,0.35,last between,,105,,,
995,2026-08-22T03:40:50.784Z,Richmond draws against Adelaide,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,154,,,
993,2026-08-22T03:40:50.736Z,teams with at most 2 wins against St Kilda,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,126,,,
991,2026-08-22T03:40:50.392Z,how many draws between Richmond and Adelaide,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,137,,,
987,2026-08-22T03:40:49.985Z,last draw between Richmond and Brisbane Lions,declined_low_confidence,unsupported_term,,,,0.48333332,0.8333333333333334,1,1,0.35,last between,,123,,,
983,2026-08-22T03:40:49.566Z,Richmond draws against Brisbane Lions,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,108,,,
980,2026-08-22T03:40:49.174Z,how many draws between Richmond and Brisbane Lions,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,137,,,
977,2026-08-22T03:40:48.782Z,last draw between Richmond and Sydney,declined_low_confidence,unsupported_term,,,,0.45,0.8,1,1,0.35,last between,,111,,,
973,2026-08-22T03:40:48.352Z,Richmond draws against Sydney,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,110,,,
970,2026-08-22T03:40:47.969Z,how many draws between Richmond and Sydney,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,184,,,
967,2026-08-22T03:40:47.667Z,teams with at most 2 losses against North Melbourne,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,134,,,
966,2026-08-22T03:40:47.513Z,last draw between Richmond and Western Bulldogs,declined_low_confidence,unsupported_term,,,,0.48333332,0.8333333333333334,1,1,0.35,last between,,124,,,
962,2026-08-22T03:40:47.078Z,Richmond draws against Western Bulldogs,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,118,,,
959,2026-08-22T03:40:46.693Z,how many draws between Richmond and Western Bulldogs,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,155,,,
955,2026-08-22T03:40:46.291Z,last draw between Richmond and St Kilda,declined_low_confidence,unsupported_term,,,,0.48333332,0.8333333333333334,1,1,0.35,last between,,143,,,
954,2026-08-22T03:40:46.233Z,teams with at most 2 wins against North Melbourne,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,147,,,
951,2026-08-22T03:40:45.854Z,Richmond draws against St Kilda,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,86,,,
947,2026-08-22T03:40:45.475Z,how many draws between Richmond and St Kilda,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,139,,,
943,2026-08-22T03:40:45.085Z,last draw between Richmond and North Melbourne,declined_low_confidence,unsupported_term,,,,0.48333332,0.8333333333333334,1,1,0.35,last between,,136,,,
939,2026-08-22T03:40:44.628Z,Richmond draws against North Melbourne,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,110,,,
937,2026-08-22T03:40:44.275Z,how many draws between Richmond and North Melbourne,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,129,,,
934,2026-08-22T03:40:43.919Z,last draw between Richmond and Melbourne,declined_low_confidence,unsupported_term,,,,0.45,0.8,1,1,0.35,last between,,123,,,
930,2026-08-22T03:40:43.507Z,Richmond draws against Melbourne,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,102,,,
927,2026-08-22T03:40:43.117Z,how many draws between Richmond and Melbourne,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,121,,,
926,2026-08-22T03:40:43.076Z,teams with at most 2 losses against Melbourne,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,118,,,
924,2026-08-22T03:40:42.784Z,last draw between Richmond and Hawthorn,declined_low_confidence,unsupported_term,,,,0.45,0.8,1,1,0.35,last between,,110,,,
920,2026-08-22T03:40:42.318Z,Richmond draws against Hawthorn,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,126,,,
918,2026-08-22T03:40:41.995Z,how many draws between Richmond and Hawthorn,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,188,,,
915,2026-08-22T03:40:41.635Z,teams with at most 2 wins against Melbourne,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,148,,,
914,2026-08-22T03:40:41.519Z,last draw between Richmond and Geelong,declined_low_confidence,unsupported_term,,,,0.45,0.8,1,1,0.35,last between,,156,,,
910,2026-08-22T03:40:41.041Z,Richmond draws against Geelong,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,83,,,
906,2026-08-22T03:40:40.674Z,how many draws between Richmond and Geelong,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,123,,,
903,2026-08-22T03:40:40.287Z,last draw between Richmond and Essendon,declined_low_confidence,unsupported_term,,,,0.45,0.8,1,1,0.35,last between,,107,,,
899,2026-08-22T03:40:39.745Z,Richmond draws against Essendon,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,93,,,
895,2026-08-22T03:40:39.363Z,how many draws between Richmond and Essendon,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,128,,,
892,2026-08-22T03:40:38.998Z,last draw between Richmond and Collingwood,declined_low_confidence,unsupported_term,,,,0.45,0.8,1,1,0.35,last between,,151,,,
888,2026-08-22T03:40:38.593Z,Richmond draws against Collingwood,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,100,,,
887,2026-08-22T03:40:38.491Z,teams with at most 2 losses against Hawthorn,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,133,,,
884,2026-08-22T03:40:38.202Z,how many draws between Richmond and Collingwood,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,129,,,
880,2026-08-22T03:40:37.813Z,last draw between Richmond and Carlton,declined_low_confidence,unsupported_term,,,,0.45,0.8,1,1,0.35,last between,,113,,,
877,2026-08-22T03:40:37.371Z,Richmond draws against Carlton,unanswerable,coverage_unavailable,,player_game,draws,1,1,1,1,0,,,83,,,
875,2026-08-22T03:40:37.134Z,teams with at most 2 wins against Hawthorn,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,163,,,
873,2026-08-22T03:40:36.927Z,how many draws between Richmond and Carlton,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,between,,127,,,
869,2026-08-22T03:40:36.572Z,Carlton record against Brisbane Lions,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,92,,,
868,2026-08-22T03:40:36.233Z,Carlton v Brisbane Lions head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,101,,,
864,2026-08-22T03:40:35.896Z,who has won more Carlton or Sydney,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,109,,,
860,2026-08-22T03:40:35.471Z,Carlton record against Sydney,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,92,,,
858,2026-08-22T03:40:35.203Z,Carlton v Sydney head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,15,,,
854,2026-08-22T03:40:34.796Z,who has won more Carlton or Western Bulldogs,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,178,,,
852,2026-08-22T03:40:34.452Z,Carlton record against Western Bulldogs,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,169,,,
848,2026-08-22T03:40:34.043Z,Carlton v Western Bulldogs head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,159,,,
847,2026-08-22T03:40:33.994Z,teams with at most 2 losses against Geelong,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,142,,,
844,2026-08-22T03:40:33.729Z,who has won more Carlton or St Kilda,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,119,,,
841,2026-08-22T03:40:33.295Z,Carlton record against St Kilda,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,150,,,
839,2026-08-22T03:40:32.922Z,Carlton v St Kilda head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,128,,,
835,2026-08-22T03:40:32.546Z,who has won more Carlton or North Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,129,,,
832,2026-08-22T03:40:32.236Z,teams with at most 2 wins against Geelong,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,125,,,
831,2026-08-22T03:40:32.178Z,Carlton record against North Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,107,,,
828,2026-08-22T03:40:31.814Z,Carlton v North Melbourne head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,142,,,
825,2026-08-22T03:40:31.479Z,who has won more Carlton or Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,115,,,
821,2026-08-22T03:40:31.125Z,Carlton record against Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,107,,,
819,2026-08-22T03:40:30.755Z,Carlton v Melbourne head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,120,,,
815,2026-08-22T03:40:30.408Z,who has won more Carlton or Hawthorn,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,115,,,
813,2026-08-22T03:40:30.048Z,Carlton record against Hawthorn,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,99,,,
809,2026-08-22T03:40:29.621Z,Carlton v Hawthorn head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,102,,,
805,2026-08-22T03:40:29.280Z,who has won more Carlton or Geelong,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,159,,,
803,2026-08-22T03:40:28.946Z,teams with at most 2 losses against Essendon,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,183,,,
802,2026-08-22T03:40:28.943Z,Carlton record against Geelong,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,95,,,
799,2026-08-22T03:40:28.546Z,Carlton v Geelong head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,114,,,
796,2026-08-22T03:40:28.182Z,who has won more Carlton or Essendon,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,123,,,
792,2026-08-22T03:40:27.847Z,Carlton record against Essendon,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,120,,,
789,2026-08-22T03:40:27.478Z,teams with at most 2 wins against Essendon,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,114,,,
788,2026-08-22T03:40:27.443Z,Carlton v Essendon head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,106,,,
786,2026-08-22T03:40:27.090Z,who has won more Carlton or Collingwood,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,109,,,
783,2026-08-22T03:40:26.742Z,Carlton record against Collingwood,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,120,,,
779,2026-08-22T03:40:26.382Z,Carlton v Collingwood head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,113,,,
777,2026-08-22T03:40:26.006Z,who has won more Richmond or Gold Coast,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,110,,,
773,2026-08-22T03:40:25.666Z,Richmond record against Gold Coast,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,104,,,
769,2026-08-22T03:40:25.248Z,Richmond v Gold Coast head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,108,,,
767,2026-08-22T03:40:24.836Z,who has won more Richmond or GWS,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,103,,,
763,2026-08-22T03:40:24.500Z,Richmond record against GWS,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,143,,,
761,2026-08-22T03:40:24.121Z,teams with at most 2 losses against Collingwood,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,125,,,
760,2026-08-22T03:40:24.120Z,Richmond v GWS head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,118,,,
757,2026-08-22T03:40:23.752Z,who has won more Richmond or Fremantle,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,99,,,
754,2026-08-22T03:40:23.400Z,Richmond record against Fremantle,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,142,,,
750,2026-08-22T03:40:23.021Z,Richmond v Fremantle head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,125,,,
748,2026-08-22T03:40:22.683Z,teams with at most 2 wins against Collingwood,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,116,,,
747,2026-08-22T03:40:22.650Z,who has won more Richmond or West Coast,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,105,,,
744,2026-08-22T03:40:22.203Z,Richmond record against West Coast,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,121,,,
739,2026-08-22T03:40:21.705Z,Richmond v West Coast head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,103,,,
736,2026-08-22T03:40:21.367Z,who has won more Richmond or Port Adelaide,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,121,,,
733,2026-08-22T03:40:20.962Z,Richmond record against Port Adelaide,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,150,,,
730,2026-08-22T03:40:20.596Z,Richmond v Port Adelaide head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,107,,,
726,2026-08-22T03:40:20.246Z,who has won more Richmond or Adelaide,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,104,,,
723,2026-08-22T03:40:19.832Z,Richmond record against Adelaide,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,162,,,
720,2026-08-22T03:40:19.467Z,Richmond v Adelaide head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,100,,,
719,2026-08-22T03:40:19.435Z,teams with at most 2 losses against Carlton,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,125,,,
716,2026-08-22T03:40:19.072Z,who has won more Richmond or Brisbane Lions,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,120,,,
713,2026-08-22T03:40:18.748Z,Richmond record against Brisbane Lions,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,111,,,
709,2026-08-22T03:40:18.365Z,Richmond v Brisbane Lions head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,144,,,
707,2026-08-22T03:40:18.082Z,teams with at most 2 wins against Carlton,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,111,,,
706,2026-08-22T03:40:18.001Z,who has won more Richmond or Sydney,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,100,,,
703,2026-08-22T03:40:17.652Z,Richmond record against Sydney,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,127,,,
700,2026-08-22T03:40:17.224Z,Richmond v Sydney head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,157,,,
696,2026-08-22T03:40:16.893Z,who has won more Richmond or Western Bulldogs,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,134,,,
694,2026-08-22T03:40:16.484Z,Richmond record against Western Bulldogs,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,168,,,
690,2026-08-22T03:40:15.979Z,Richmond v Western Bulldogs head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,120,,,
687,2026-08-22T03:40:15.692Z,who has won more Richmond or St Kilda,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,114,,,
684,2026-08-22T03:40:15.323Z,Richmond record against St Kilda,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,118,,,
682,2026-08-22T03:40:14.998Z,Richmond v St Kilda head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,109,,,
679,2026-08-22T03:40:14.674Z,teams with at most 2 losses against Richmond,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,128,,,
678,2026-08-22T03:40:14.564Z,who has won more Richmond or North Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,119,,,
674,2026-08-22T03:40:14.154Z,Richmond record against North Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,159,,,
672,2026-08-22T03:40:13.767Z,Richmond v North Melbourne head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,128,,,
668,2026-08-22T03:40:13.333Z,who has won more Richmond or Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,117,,,
667,2026-08-22T03:40:13.308Z,teams with at most 2 wins against Richmond,declined_ambiguous,ambiguous_player,,,,0.65,1,1,1,0.35,most,,118,,,
664,2026-08-22T03:40:12.986Z,Richmond record against Melbourne,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,102,,,
662,2026-08-22T03:40:12.635Z,Richmond v Melbourne head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,96,,,
659,2026-08-22T03:40:12.309Z,who has won more Richmond or Hawthorn,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,109,,,
655,2026-08-22T03:40:11.904Z,Richmond record against Hawthorn,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,98,,,
652,2026-08-22T03:40:11.531Z,Richmond v Hawthorn head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,102,,,
650,2026-08-22T03:40:11.208Z,who has won more Richmond or Geelong,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,102,,,
646,2026-08-22T03:40:10.841Z,Richmond record against Geelong,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,96,,,
643,2026-08-22T03:40:10.456Z,Richmond v Geelong head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,174,,,
639,2026-08-22T03:40:10.034Z,who has won more Richmond or Essendon,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,126,,,
636,2026-08-22T03:40:09.701Z,Richmond record against Essendon,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,141,,,
634,2026-08-22T03:40:09.275Z,Richmond v Essendon head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,106,,,
630,2026-08-22T03:40:08.925Z,who has won more Richmond or Collingwood,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,116,,,
627,2026-08-22T03:40:08.557Z,Richmond record against Collingwood,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,98,,,
624,2026-08-22T03:40:08.210Z,Richmond v Collingwood head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,109,,,
620,2026-08-22T03:40:07.852Z,who has won more Richmond or Carlton,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,116,,,
618,2026-08-22T03:40:07.512Z,Richmond record against Carlton,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,98,,,
615,2026-08-22T03:40:07.113Z,Richmond v Carlton head to head,unrecognised,unrecognised,,,,0.3,1,1,0.3,0,,,112,,,
448,2026-08-22T03:39:46.598Z,players with more than 1000 career games,no_results,empty_result,,player_career,,1,1,1,1,0,,0,107,,,
445,2026-08-22T03:39:46.155Z,players with at least 1000 career games,no_results,empty_result,,player_career,,1,1,1,1,0,,0,130,,,
441,2026-08-22T03:39:45.745Z,players with more than 500 career games,no_results,empty_result,,player_career,,1,1,1,1,0,,0,110,,,
437,2026-08-22T03:39:45.322Z,players with at least 500 career games,no_results,empty_result,,player_career,,1,1,1,1,0,,0,103,,,
288,2026-08-22T03:39:24.907Z,most career games for North Melbourne,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,94,,,
284,2026-08-22T03:39:24.498Z,North Melbourne career leader for games,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,108,,,
248,2026-08-22T03:39:20.526Z,most career games for Melbourne,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,106,,,
244,2026-08-22T03:39:20.086Z,Melbourne career leader for games,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,93,,,
207,2026-08-22T03:39:16.081Z,most career games for Hawthorn,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,97,,,
203,2026-08-22T03:39:15.647Z,Hawthorn career leader for games,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,91,,,
169,2026-08-22T03:39:11.835Z,most career games for Geelong,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,86,,,
165,2026-08-22T03:39:11.388Z,Geelong career leader for games,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,96,,,
131,2026-08-22T03:39:07.834Z,most career games for Essendon,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,95,,,
127,2026-08-22T03:39:07.482Z,Essendon career leader for games,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,93,,,
92,2026-08-22T03:39:03.591Z,most career games for Collingwood,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,85,,,
89,2026-08-22T03:39:03.273Z,Collingwood career leader for games,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,100,,,
54,2026-08-22T03:38:59.790Z,most career games for Carlton,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,89,,,
50,2026-08-22T03:38:59.425Z,Carlton career leader for games,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,90,,,
14,2026-08-22T03:38:55.808Z,most career games for Richmond,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,93,,,
10,2026-08-22T03:38:55.455Z,Richmond career leader for games,unanswerable,coverage_unavailable,,player_game,games,1,1,1,1,0,,,10,,,
